Time (min),Blood Glucose (mg/dl),Sensor Glucose Readings(mg/dl)
3733,68.66056985421126,69.47241057409764
3734,68.84962077381252,70.00758731189904
3735,69.03903967848656,70.50870064454949
3736,69.22847108344664,70.97544428030042
3737,69.41758935091603,71.40750886170402
3738,69.60609875991992,71.80458493519816
3739,69.79373303844714,72.16636563410327
3740,69.98025448996832,72.49254905862226
3741,70.16545282598932,72.78284034886244
3742,70.34914379660808,73.03695345639595
3743,70.5311676930578,73.25461262681753
3744,70.7113877804893,73.45164894342658
3745,70.88968870590529,73.62781062088118
3746,71.06597491511596,73.78285906804489
3747,71.24016910362015,73.91656941120876
3748,71.41221071915702,74.02873083307435
3749,71.58205452804353,74.11914674931795
3750,71.74966925304543,74.18763484347521
3751,71.91503628719119,74.23402697955606
3752,72.07814848542446,74.25816901033029
3753,72.23900903412972,74.25992049769036
3754,72.39763039721782,74.23915435996008
3755,72.55403333650784,74.19575645951518
3756,72.70824600349631,74.12962514264417
3757,72.86030309919323,74.04067074222218
3758,73.01024509846603,73.92881505250786
3759,73.15811753522551,73.85598075010262
3760,73.30397034477485,73.82211090458577
3761,73.44785725969795,73.82715838029414
3762,73.58983525576625,73.87108527092211
3763,73.72996404447791,73.95386233729512
3764,73.86830560899791,74.07546845207872
3765,74.0049237804341,74.23589005456324
3766,74.13988385155567,74.43512061811379
3767,74.27325222523274,74.67316013238963
3768,74.40509609504441,74.95001460201041
3769,74.53548315566742,75.26569556297369
3770,74.66448134081456,75.62021961780333
3771,74.79215858664271,76.01360799012592
3772,74.9185826186923,76.44588609912967
3773,75.04382076055406,76.91708315415033
3774,75.16793976258509,77.46864869205207
3775,75.29100564911411,78.10061836691314
3776,75.41308358268617,78.8130305274109
3777,75.53423774399998,79.60592589118197
3778,75.65453122628729,80.47934723835128
3779,75.77402594297263,81.43333912375131
3780,75.89278254753579,82.46794760729426
3781,76.01086036457593,83.58322000191585
3782,76.12831733114928,84.77920463847431
3783,76.2452099475184,86.05595064696351
3784,76.3615932365144,87.41350775338216
3785,76.47752071077043,88.85192609159073
3786,76.59304434713961,90.37125602948426
3787,76.7082145676601,91.97154800880939
3788,76.8230802264771,93.65285239796009
3789,76.93768860217479,95.21502439112821
3790,77.0520853950116,96.65811381702864
3791,77.16631472859001,97.98217006077039
3792,77.28041915552694,99.18724196212403
3793,77.39443966672334,100.2733777236214
3794,77.50841570386213,101.2406248279098
3795,77.62238517479125,102.0890299638029
3796,77.73638447147604,102.8186389604902
3797,77.8504484902282,103.4294967293883
3798,77.9646106539422,103.9216472131395
3799,78.07890293609135,104.2951333412835
3800,78.1933558862546,104.5499969921487
3801,78.3079986569643,104.6862789605322
3802,78.42285903168172,104.7040189307572
3803,78.53796345372336,104.6032554547175
3804,78.65333705597524,104.4900522048941
3805,78.76900369124692,104.3644454205673
3806,78.88498596312888,104.2264701690303
3807,79.0013052572293,104.0761603400644
3808,79.11798177267721,103.913548643735
3809,79.23503455378852,103.7386666112297
3810,79.35248152180229,103.5515445984738
3811,79.47033950660169,103.3522117922766
3812,79.58862427834362,103.1406962187758
3813,79.70735057892779,102.9170247539611
3814,79.82653215324312,102.6812231360731
3815,79.94618178013604,102.4333159796858
3816,80.06631130305095,102.1733267912947
3817,80.18693166029877,101.9012779862418
3818,80.30805291491461,101.6171909068236
3819,80.42968428407028,101.2865997557088
3820,80.55183416801158,100.9095237874403
3821,80.67451017849447,100.4859812435329
3822,80.79771916669795,100.0159893739588
3823,80.92146725059438,99.4995644591879
3824,81.04575984176186,98.93672183268116
3825,81.17060167162533,98.32747590374754
3826,81.29599681711623,97.67184018067843
3827,81.42194872574262,96.96982729408275
3828,81.54846024006395,96.2214490203508
3829,81.67553362156661,95.42671630518188
3830,81.80317057393835,94.58563928711561
3831,81.93137226574086,93.69822732101272
3832,82.0601393524819,92.7644890014357
3833,82.1894719980891,91.78443218588414
3834,82.31936989578924,90.87510531206152
3835,82.44983228839747,90.03651483226865
3836,82.58085798802234,89.26866653019286
3837,82.712445395193,88.57156554319585
3838,82.8445925174158,87.94521638429075
3839,82.97729698716847,87.38962296378594
3840,83.11055607934,86.90478861057468
3841,83.24436672812575,86.49071609305359
3842,83.37872554338692,86.14740763965446
3843,83.51362882648432,85.87486495897635
3844,83.6490725855969,85.67308925950746
3845,83.78505255053503,85.54208126892742
3846,83.92156418705966,85.481841252983
3847,84.05860271071789,85.4923690339317
3848,84.19616310020605,85.57366400854872
3849,84.33424011027144,85.65638134259252
3850,84.47282828416367,85.7405196341375
3851,84.61192196564677,85.82607710715783
3852,84.75151531058347,85.91305162777367
3853,84.89160229810234,86.00144072005881
3854,85.0321767413591,86.09124158141184
3855,85.17323229790321,86.1824510974946
3856,85.31476247966026,86.27506585674143
3857,85.45676066254123,86.36908216444391
3858,85.59922009568908,86.46449605641627
3859,85.74213391037341,86.56130331224695
3860,85.88549512854337,86.65949946814237
3861,86.02929667104895,86.75907982936938
3862,86.17353136554092,86.86003948230297
3863,86.31819195405917,86.96237330608658
3864,86.4632711003189,87.02529967782293
3865,86.60876139670462,87.04881309565917
3866,86.7546553709807,87.03290788323979
3867,86.90094549272801,86.97757819989113
3868,87.04762417951524,86.88281805045652
3869,87.19468380281373,86.7486212947898
3870,87.34211669366424,86.5749816569156
3871,87.48991514810403,86.36189273386388
3872,87.63807143236215,86.10934800418755
3873,87.78657778783099,85.81734083617066
3874,87.9354264358216,85.4858644957352
3875,88.08460958211039,85.1149121540552
3876,88.23411942128442,84.70447689488495
3877,88.38394814089216,84.25455172161028
3878,88.53408792540701,83.76512956403005
3879,88.68453096000978,83.32689241331616
3880,88.8352694341969,82.93983307139796
3881,88.9862955452206,82.60394428542094
3882,89.1376015013671,82.31921875352589
3883,89.28917952507877,82.08564913039558
3884,89.44102185592605,81.90322803257641
3885,89.5931207534346,81.7719480435819
3886,89.74546849977311,81.69180171878502
3887,89.89805740230706,81.66278159010596
3888,90.0508797960234,81.68488017050174
3889,90.20392804583108,81.75808995826456
3890,90.35719454874217,81.88240344113468
3891,90.51067173593816,82.05781310023424
3892,90.66435207472584,82.28431141382796
3893,90.8182280703871,82.56189086091655
3894,90.97229226792676,82.90136424567375
3895,91.12653725372243,83.30272405871146
3896,91.28095565708028,83.76596280121021
3897,91.43554015170044,84.29107298789881
3898,91.5902834570556,84.87804714989386
3899,91.74517833968653,85.52687783740384
3900,91.9002176144174,86.23755762230293
3901,92.05539414549469,87.0100791005788
3902,92.21070084765243,87.84443489465964
3903,92.36613068710692,88.7406176556238
3904,92.52167668248391,89.69862006529762
3905,92.67733190568093,90.71843483824448
3906,92.83308948266749,91.80005472364984
3907,92.98894259422582,92.94347250710571
3908,93.14488447663463,94.14868101229885
3909,93.30090842229829,95.23171875614686
3910,93.45700778032378,96.19257864322194
3911,93.61317595704762,97.03125362071178
3912,93.769406416515,97.7477366797571
3913,93.92569268091312,98.34202085670947
3914,94.08202833096084,98.81409923431326
3915,94.23840700625642,99.16396494281418
3916,94.39482240558536,99.39161116099748
3917,94.55126828718998,99.49703111715887
3918,94.70773846900256,99.48021809001044
3919,94.86422682884364,99.3411654095245
3920,95.02072730458713,99.07986645771786
3921,95.17723389429355,98.69631466937882
3922,95.33374065631322,98.19050353273943
3923,95.49024170936043,97.56242659009516
3924,95.64673123256017,96.99318229295791
3925,95.80320346546868,96.48276429340974
3926,95.95965270806907,96.03116629916147
3927,96.11607332074314,95.63838207398322
3928,96.2724597242206,95.30440543809299
3929,96.42880639950685,95.02923026850421
3930,96.5851078877903,94.81285049933511
3931,96.74135879033022,94.65526012208055
3932,96.89755376832628,94.55645318584872
3933,97.05368754277046,94.51642379756395
3934,97.20975489428247,94.53516612213703
3935,97.36575066292933,94.61267438260491
3936,97.52166974803015,94.74894286024072
3937,97.6775071079467,94.9439658946357
3938,97.83325775986067,95.19773788375436
3939,97.98891677953836,95.43610597295418
3940,98.14447930108338,95.65906467701038
3941,98.29994051667802,95.866608569088
3942,98.45529567631426,96.05873228070175
3943,98.6105400875145,96.23543050165463
3944,98.76566911504302,96.39669797995671
3945,98.92067818060872,96.54252952172465
3946,99.07556276255924,96.67291999106332
3947,99.23031839556764,96.78786430993
3948,99.38494067031155,96.88735745798243
3949,99.53942523314564,96.97139447241123
3950,99.69376778576766,97.03997044775768
3951,99.84796408487858,97.09308053571762
3952,100.0020099418373,97.13071994493203
3953,100.1559012223099,97.15288394076524
3954,100.3096338459148,97.22115247761447
3955,100.4632037858629,97.33552093357879
3956,100.616607068594,97.49598474274703
3957,100.7698397734098,97.70253939493242
3958,100.9228980321025,97.95518043539825
3959,101.0757780285819,98.25390346457432
3960,101.2284759984982,98.59870413776552
3961,101.3809882288632,98.98957816485236
3962,101.5333110576693,99.42652130998428
3963,101.6854408735054,99.90952939126633
3964,101.8373741151727,100.4385982804393
3965,101.9891072712977,101.0137239025538
3966,102.1406368799442,101.6349022356392
3967,102.2919595282248,102.3021293103672
3968,102.4430718519103,103.0154012097102
3969,102.5939705350397,103.6912307382389
3970,102.7446523095289,104.3296140824867
3971,102.8951139547787,104.9305474802396
3972,103.045352297284,105.4940272201787
3973,103.1953642102412,106.0200496415203
3974,103.3451466131568,106.5086111336535
3975,103.4946964714561,106.9597081357741
3976,103.6440107960921,107.3733371365169
3977,103.7930866431548,107.7494946735864
3978,103.9419211134812,108.0881773333845
3979,104.0905113522663,108.3893817506376
3980,104.2388545486748,108.6531046080216
3981,104.386947935453,108.8793426357861
3982,104.5347887885432,109.0680926113778
3983,104.6823744266979,109.2193513590623
3984,104.829702211096,109.3787745038674
3985,104.9767695449598,109.5463589625619
3986,105.1235738731736,109.7221016975975
3987,105.2701126819041,109.9059997167294
3988,105.4163834982215,110.0980500726378
3989,105.5623838897228,110.2982498625483
3990,105.7081114641566,110.506596227853
3991,105.8535638690498,110.7230863537323
3992,105.9987387913351,110.9477174687772
3993,106.1436339569819,111.1804868446118
3994,106.2882471306277,111.4213917955167
3995,106.4325761152117,111.6704296780534
3996,106.576618751611,111.92759789069
3997,106.7203729182779,112.1928938734266
3998,106.8638365308797,112.4663151074236
3999,107.0070075419403,112.7525450152567
4000,107.1498839404843,113.0515811592931
4001,107.2924637516825,113.3634211419495
4002,107.4347450365005,113.6880626053252
4003,107.5767258913482,114.0255032308355
4004,107.7184044477327,114.3757407388481
4005,107.8597788719126,114.7387728883199
4006,108.000847364555,115.1145974764362
4007,108.1416081603942,115.5032123382512
4008,108.2820595278934,115.9046153463303
4009,108.4221997689077,116.3188044103948
4010,108.5620272183506,116.7457774769671
4011,108.7015402438613,117.1855325290196
4012,108.8407372454758,117.6380675856237
4013,108.9796166552991,118.1033807016022
4014,109.1181769371804,118.4879295783197
4015,109.2564165863907,118.7917123410645
4016,109.3943341293019,119.0147271498437
4017,109.5319281230692,119.1569721990428
4018,109.6691971553152,119.2184457170879
4019,109.8061398438168,119.1991459661097
4020,109.9427548361937,119.09907124161
4021,110.0790408096003,118.9182198721295
4022,110.2149964704187,118.6565902189193
4023,110.3506205539553,118.3141806756126
4024,110.4859118241385,117.8909896679007
4025,110.6208690732198,117.3870156532092
4026,110.7554911214762,116.802257120378
4027,110.8897768169162,116.1367125893429
4028,111.0237250349865,115.3903806108189
4029,111.1573346782825,114.7337517736921
4030,111.2906046762601,114.1668246892975
4031,111.4235339849505,113.689597998814
4032,111.5561215866764,113.3020703729583
4033,111.6883664897715,113.0042405116792
4034,111.8202677283015,112.7961071438552
4035,111.9518243617879,112.6776690269944
4036,112.0830354749335,112.6489249469359
4037,112.2139001773505,112.7098737175541
4038,112.3444176032909,112.8605141804649
4039,112.4745869113788,113.1008452047347
4040,112.6044072843455,113.4308656865907
4041,112.7338779285835,113.8505745491347
4042,112.8632413559633,114.3599757791718
4043,112.9943009787699,114.9591603996769
4044,113.1277573200209,115.5247804711954
4045,113.260007043281,116.0569071301591
4046,113.3875905947916,116.5552534697691
4047,113.5087858058651,117.0193294954504
4048,113.6236925658706,117.4486107596741
4049,113.7362563691341,117.8427808176391
4050,113.8585513946346,118.2022395305791
4051,114.0151301164782,118.5289888386712
4052,114.2411338415912,118.827594127635
4053,114.5727802587253,119.1055019845432
4054,115.0393696687371,119.3724655251573
4055,115.6620925912827,119.6396152735082
4056,116.4563912760945,119.9187035525436
4057,117.4334256191392,120.2216248068662
4058,118.5987167228693,120.5599481808572
4059,119.9539230358462,120.9583316278618
4060,121.4976601440342,121.4266426492941
4061,123.2259111916419,121.9736130538269
4062,125.1323611755929,122.6067201339206
4063,127.2086672414983,123.3321055197246
4064,129.444676135233,124.154523180171
4065,131.8286004622644,125.0773096990135
4066,134.3471665126123,126.1023716862895
4067,136.9857481122213,127.2301868714156
4068,139.7285026795789,128.4598171176445
4069,142.5585264801117,129.7889332601519
4070,145.4580448104093,131.2138531704056
4071,148.4086484607774,132.7295955647375
4072,151.3915799623826,134.3299525357278
4073,154.3880627568016,136.0075833705824
4074,157.3796558236072,137.7701139796589
4075,160.3486084491909,139.6083086809739
4076,163.2781871454206,141.51220972889
4077,166.1529499673803,143.4713068410031
4078,168.9589513765645,145.4747130706684
4079,171.6838707839669,147.5113398141677
4080,174.317067297599,149.5700642147705
4081,176.849570141584,151.6398833992003
4082,179.2740180407636,153.7100515328852
4083,181.5845618734143,155.7701973024531
4084,183.7767438892619,157.8104209019417
4085,185.8473646617556,159.8213707870133
4086,187.7943464211457,161.7943013282998
4087,189.6165989802998,163.7211130581599
4088,191.313892373704,165.594377512997
4089,192.8867386724948,167.4409323848308
4090,194.3362842057696,169.2547146679443
4091,195.6642125527478,171.030335367294
4092,196.872658097197,172.7630631631894
4093,197.9641295824058,174.448802228903
4094,198.9414436934878,176.0840657280777
4095,199.8073578696751,177.6659346023047
4096,200.5650614002519,179.1920142330112
4097,201.2180379450572,180.6604298865632
4098,201.7698781173206,182.0697941821029
4099,202.2242470040833,183.4191713396186
4100,202.5848561056462,184.7080419287212
4101,202.8554391559114,185.9362684456799
4102,203.0397313458647,187.1040619711519
4103,203.1414515286431,188.2119500979335
4104,203.1642870357589,189.2828852693818
4105,203.1118807798446,190.317937606064
4106,202.9878203598486,191.3184063016477
4107,202.7956289202771,192.2857936008068
4108,202.5387575472587,193.2217803680396
4109,202.2205790113838,194.1282032336588
4110,201.844382690896,195.0070332884474
4111,201.4133705293375,195.8603562870262
4112,200.9306538995663,196.6903543112748
4113,200.3992512615498,197.4992888387272
4114,199.8220865147968,198.2894851563153
4115,199.2019879580171,199.0633180568253
4116,198.5416697414985,199.8231984931389
4117,197.8435293839335,200.5715510395417
4118,197.110030125021,201.3107975288167
4119,196.3436165834998,201.9530903664919
4120,195.5466390159677,202.5008534861901
4121,194.7213547656409,202.9564999334155
4122,193.8699298859294,203.3224245570619
4123,192.9944409146545,203.6009975117771
4124,192.0968767766601,203.7945585107421
4125,191.1791407944206,203.9054117719432
4126,190.2430527880142,203.9358216043822
4127,189.2903512475089,203.8880085838928
4128,188.3226955623792,203.7641462713061
4129,187.3416682940527,203.5663584286455
4130,186.3487774790567,203.296716691831
4131,185.3454589515167,202.9572386610427
4132,184.3330786749418,202.5498863724315
4133,183.3129350743226,202.0765651172759
4134,182.2862613605772,201.566575025111
4135,181.2542278403053,201.0217055888509
4136,180.2179442046587,200.4436877933287
4137,179.1784617919151,199.8341940292745
4138,178.1367758190528,199.1948382172598
4139,177.0938275782723,198.5271761197349
4140,176.0505065950011,197.8327058209146
4141,175.0076527444595,197.1128683558046
4142,173.9660583243476,196.3690484711031
4143,172.9264700816649,195.6025755020679
4144,171.8895911920689,194.8147243507087
4145,170.8560831905467,194.0067165518586
4146,169.8265678525005,193.1797214147891
4147,168.8016290246439,192.3348572290815
4148,167.7818144053732,191.4731925244357
4149,166.7676372745177,190.6225184588406
4150,165.759578172588,189.7838079912307
4151,164.7580865298351,188.9579883338332
4152,163.7635822456066,188.1459423418563
4153,162.7764572186406,187.3485099179987
4154,161.7970768290748,186.5664894260653
4155,160.8257813730773,185.8006391085648
4156,159.8628874511094,185.0516785037131
4157,158.9086893109348,184.320289857774
4158,157.9634601465767,183.6071195291374
4159,157.0274533545023,182.9127793809735
4160,156.1009037483895,182.2378481597022
4161,155.1840287338923,181.5828728568925
4162,154.2770294448844,180.9483700525494
4163,153.3800918427138,180.3348272380667
4164,152.493387780054,179.7327394060804
4165,151.6170760309884,179.1425397514244
4166,150.75130328901,178.5646362142562
4167,149.8962051346704,177.9994127100404
4168,149.0519069746571,177.447230334607
4169,148.2185249541312,176.9084285440364
4170,147.396166844208,176.3833263093189
4171,146.5849329065211,175.8722232459073
4172,145.7849167368712,175.3754007184529
4173,144.9962060900265,174.8931229211686
4174,144.2188836878163,174.4256379344138
4175,143.4530280127395,173.9731787582392
4176,142.6987140894032,173.5359643237648
4177,141.9560142562027,173.1142004834018
4178,141.2249989297744,172.708080981058
4179,140.5057373648728,172.2399266013952
4180,139.7982984124702,171.709909708351
4181,139.1027512790325,171.1181933612441
4182,138.4191662901023,170.4649322189432
4183,137.747615661519,169.7502734317085
4184,137.0881742818221,168.9743575226614
4185,136.440920509628,168.1373192609942
4186,135.8059369900394,167.2392885291945
4187,135.1833114944409,166.2803911867307
4188,134.5731377883587,165.2607499328351
4189,133.9755165324146,164.1804851712161
4190,133.3905562217879,163.03971587975
4191,132.8183741700054,161.8385604884327
4192,132.2590975433198,160.5771377691181
4193,131.7128644523855,159.2555677408398
4194,131.1798251084122,157.9462945976904
4195,130.6601430514398,156.6494436520524
4196,130.153996458822,155.3651443152507
4197,129.6615795424068,154.0935311090604
4198,129.1831040432094,152.8347447163094
4199,128.7188008325461,151.5889330762416
4200,128.2689216285534,150.3562525306021
4201,127.8337408366559,149.136869026658
4202,127.4135575217314,147.9309593835488
4203,127.0086975182669,146.7387126284202
4204,126.6195156824534,145.5603314086811
4205,126.2463982866049,144.3960334863559
4206,125.8897655510682,143.246053319779
4207,125.5500743013491,142.1106437366485
4208,125.2278207277816,140.9900777005408
4209,124.9235432107719,139.8788549255398
4210,124.6378251552799,138.7772943125263
4211,124.3712977523069,137.6857407289242
4212,124.1246425510226,136.6045670917503
4213,123.8985936808125,135.5341764800771
4214,123.6939395058674,134.4750042332982
4215,123.5115234240247,133.4275199728238
4216,123.3522434350392,132.392229460664
4217,123.2170500014125,131.3696761778664
4218,123.1069416100865,130.360442468218
4219,123.0229573229988,129.3651500477889
4220,122.9661654928558,128.3844596295257
4221,122.9376477412344,127.4190693565696
4222,122.9384772848644,126.4697116831037
4223,122.969690800542,125.5371482954763
4224,123.0322532960614,124.7021644498636
4225,123.1270159582116,123.9655550720004
4226,123.2546677117762,123.3281131183253
4227,123.4156822280317,122.7906127542417
4228,123.6102632704096,122.3537891754261
4229,123.8382923661676,122.018315399474
4230,124.0992835747166,121.7847767239216
4231,124.392350298223,121.6536439268601
4232,124.7161884455438,121.6252466120114
4233,125.0690788003415,121.699748300885
4234,125.4489093774062,121.8771248957043
4235,125.853216288149,122.1571479574699
4236,126.2792396499931,122.5393738859441
4237,126.7239897449701,123.0231396120301
4238,127.1843181368574,123.6075648975902
4239,127.6569887459082,124.2001773522677
4240,128.1387447438489,124.7996934413664
4241,128.62636829175,125.4046534188658
4242,129.1167313445903,126.0134430862511
4243,129.6068368078525,126.6243177261387
4244,130.0938501585973,127.2354271466737
4245,130.5751222133762,127.8448409064829
4246,131.0482040622746,128.4505729520619
4247,131.5108553394534,129.0506050684298
4248,131.961047018182,129.6429087047391
4249,132.3969598498275,130.2254648802384
4250,132.816979449292,130.7962819981399
4251,133.2196888912887,131.3534114944437
4252,133.6038595408219,131.8949613266477
4253,133.968440708303,132.4191073657623
4254,134.312548600707,132.9314079414241
4255,134.635454937416,133.4302010954968
4256,134.9365755130446,133.9139155617122
4257,135.2154589185332,134.3810750523485
4258,135.4717755744181,134.8303011574552
4259,135.7053071845347,135.2603150148281
4260,135.9159366825916,135.6699379027339
4261,136.1036387163265,136.0580908989064
4262,136.2684706927857,136.4237937394305
4263,136.4105643923576,136.7661630004624
4264,136.5301181474304,137.0844097147946
4265,136.6273895730534,137.3778365244083
4266,136.7026888310212,137.6458344596354
4267,136.7563724047942,137.8878794255233
4268,136.7888373601496,138.1035284665913
4269,136.8005160650652,138.2957598205445
4270,136.7918713417808,138.4642810228851
4271,136.763392024038,138.6088687982168
4272,136.7155888930051,138.7293649862019
4273,136.6489909661985,138.8256724847371
4274,136.564142114739,138.897751239429
4275,136.4615979854313,138.9456143036665
4276,136.3419232053855,138.9693239893417
4277,136.2056888481648,138.9689881245149
4278,136.0534701417054,138.9447564310263
4279,135.8858443995031,138.8968170321586
4280,135.7033891577676,138.8253930979425
4281,135.5066805024126,138.7307396335064
4282,135.2962915708549,138.6131404139863
4283,135.0727912146532,138.472905067893
4284,134.8367428100078,138.2992016933385
4285,134.5887032040806,138.0923834709068
4286,134.3292217859687,137.8528215748671
4287,134.0588396719875,137.5809028447088
4288,133.7780889956825,137.2770275977554
4289,133.4874922937051,136.9416075791743
4290,133.1875619793514,136.5750640452663
4291,132.8787998961782,136.1778259755784
4292,132.5616969446901,135.750328409129
4293,132.2367327756179,135.2930108998518
4294,131.9043755438102,134.806316086246
4295,131.5650817172125,134.290688370155
4296,131.2192959358387,133.7465726995719
4297,130.8674509160321,133.1744134503952
4298,130.5099673956783,132.5746534021009
4299,130.1472541163727,131.9708296283749
4300,129.7797078388598,131.3633789938845
4301,129.4077133883482,130.7527342084089
4302,129.0316437265808,130.1393231297607
4303,128.6518600477849,129.5235681370355
4304,128.2687118958585,128.9058855698869
4305,127.8825373003654,128.2866852296843
4306,127.4936629291076,127.666369938573
4307,127.1024042552276,127.0453351526238
4308,126.7090657369637,126.4239686254246
4309,126.3139410083387,125.8026501186339
4310,125.9173130792055,125.1817511561801
4311,125.5194545432118,124.5616348189556
4312,125.120627792367,123.9426555770121
4313,124.7210852370117,123.3251591564209
4314,124.3210695300959,122.679070640383
4315,123.9208137947703,122.0047179929787
4316,123.5205418543873,121.3024202167736
4317,123.1204684640913,120.5724873329511
4318,122.7207995432546,119.8152203841184
4319,122.3217324080907,119.0309114577894
4320,121.9234560038379,118.2198437286716
4321,121.5261511359711,117.3822915180023
4322,121.129990699955,116.5185203682879
4323,120.7351399091014,115.6287871319097
4324,120.3417565201456,114.7133400721592
4325,119.949991056196,113.7724189753637
4326,119.5599870267555,112.8062552728529
4327,119.1718811445479,111.8150721716056
4328,118.7858035389179,110.7990847924965
4329,118.4018779656033,109.8704669811328
4330,118.0202220127089,109.0294181263883
4331,117.6409473027365,108.2761299817215
4332,117.2641596905482,107.6107868245209
4333,116.8899594571657,107.0335656187357
4334,116.5184414993245,106.5446361801179
4335,116.1496955147229,106.1441613434558
4336,115.7838061829216,105.8322971312308
4337,115.4208533418637,105.6091929231747
4338,115.0609121599999,105.4749916262541
4339,114.7040533040166,105.4298298446458
4340,114.3503431021729,105.4738380493093
4341,113.9998437032671,105.6071407467984
4342,113.6526132312572,105.8298566469875
4343,113.3087059355727,106.142098829422
4344,112.9681723371584,106.4074532435837
4345,112.6310593703009,106.6260222006207
4346,112.2974105202899,106.7979028696581
4347,111.9672659569761,106.9231874362889
4348,111.6406626642879,107.0019632586346
4349,111.3176345657746,107.0343130208366
4350,110.9982126462481,107.0203148838522
4351,110.6824250695953,106.9600426334527
4352,110.370297292837,106.8535658253318
4353,110.0618521765127,106.7009499272527
4354,109.7571100914682,106.5022564581702
4355,109.4560890221282,106.2575431242833
4356,109.158804666335,105.9668639519798
4357,108.8652705318337,105.6302694176474
4358,108.5754980294878,105.2478065743361
4359,108.2894965633073,104.8900595654504
4360,108.0072736173704,104.5570689647287
4361,107.7288348397213,104.248872283633
4362,107.4541841233263,103.9655040854202
4363,107.1833236841677,103.7069960961023
4364,106.9162541365561,103.4733773123211
4365,106.6529745657405,103.2646741061685
4366,106.3934825978937,103.0809103269874
4367,106.1377744675513,102.9221074001933
4368,105.8858450825272,102.7882844231615
4369,105.6379241817039,102.6794628713335
4370,105.3961308578588,102.5957585963886
4371,105.1616590536199,102.5374792414192
4372,104.9299273252505,102.5047420009895
4373,104.6962482089495,102.4971858142863
4374,104.458438863854,102.4359687098082
4375,104.2168064146146,102.3204249029753
4376,103.9767109304803,102.1501758900871
4377,103.7542650463252,101.9257985641593
4378,103.5824294678886,101.6500092476374
4379,103.5089415064364,101.3289860519113
4380,103.5835423422557,100.9728492195666
4381,103.8468047432055,100.594913682275
4382,104.3282787712354,100.21042943334
4383,105.0496575622755,99.83554597271072
4384,106.0271330503759,99.48666188617132
4385,107.2696150018039,99.17983022631192
4386,108.7804999151822,98.93019124740164
4387,110.558905559184,98.75162826631745
4388,112.6002285386628,98.6565220056656
4389,114.8965997828324,98.76339531650939
4390,117.4372544146245,99.0811423267828
4391,120.208831202689,99.61676736962214
4392,123.1956167085771,100.3753329140263
4393,126.3797503118572,101.3599322362209
4394,129.7414083337457,102.5716818995579
4395,133.2589879029603,104.0097313055327
4396,136.9093129245167,105.6712887716717
4397,140.6678839812068,107.5516656522358
4398,144.5091896111089,109.6443416792113
4399,148.4070872356862,111.9410556019885
4400,152.3352486762231,114.4319249964086
4401,156.2676502737354,117.105597625946
4402,160.179075113435,119.9494341189406
4403,164.0455886028903,122.9497184788635
4404,167.8449505981139,126.0434038730069
4405,171.5569365330924,129.2153284309301
4406,175.163553432607,132.4499754625055
4407,178.6491503983344,135.7317120231095
4408,182.0004340995415,139.0450115011101
4409,185.2064065191812,142.3746538714072
4410,188.2582447587413,145.7058995282167
4411,191.1491420646552,149.0246347501279
4412,193.8741266612762,152.317488642305
4413,196.4298715680876,155.5719227542278
4414,198.8145015436626,158.776295489631
4415,201.0268491776271,161.9198853586125
4416,203.0669886600171,164.9928719782585
4417,204.93650236858,167.9864044516556
4418,206.6377642203742,170.8926079457602
4419,208.173814004991,173.7140924552346
4420,209.5482455444165,176.4448592594821
4421,210.7651078285147,179.0797943706097
4422,211.8288180871265,181.6146258186068
4423,212.7440856883287,184.045877460949
4424,213.5158457558652,186.3708205528218
4425,214.1492014476995,188.5874241052775
4426,214.6493739118015,190.6943048742379
4427,215.021659021233,192.690677662733
4428,215.2713900796848,194.5763064806293
4429,215.4039057755616,196.3514569883367
4430,215.4245227444671,198.0168505514194
4431,215.3385121749713,199.5736201494963
4432,215.1510799602631,201.0232683132052
4433,214.8673499587042,202.367627205423
4434,214.4923499797603,203.5670250554836
4435,214.0310001588213,204.6238424174331
4436,213.4881034256467,205.540683090639
4437,212.8683378072218,206.3203431178785
4438,212.1762503372789,206.965781955657
4439,211.4162523722007,207.480095756516
4440,210.5926161369913,207.8664926916067
4441,209.7094723459217,208.1282702333711
4442,208.770808760748,208.268794312256
4443,207.7804695654003,208.2914802575415
4444,206.7421554500645,208.1997754302132
4445,205.6594243098864,207.9971434550305
4446,204.5356924743475,207.687049959278
4447,203.3742363928934,207.2729497268982
4448,202.1781947108046,206.758275178619
4449,200.950570676731,206.1722028340925
4450,199.6942348298959,205.5180907001435
4451,198.4119091210862,204.7992467656216
4452,197.1057579908293,204.0189034768345
4453,195.7781263079817,203.1801978446331
4454,194.4314046573166,202.2862018643299
4455,193.0678646128569,201.3399207402871
4456,191.6896629017069,200.3442883776248
4457,190.2988454818014,199.3021636503243
4458,188.8973515417418,198.216327368517
4459,187.4870174275428,197.0894798752666
4460,186.0695804986863,195.9242392097458
4461,184.6466829141673,194.7231397795169
4462,183.2198753480516,193.4886314897866
4463,181.7906206333107,192.2230792821177
4464,180.3602973322627,190.8976079277443
4465,178.9302032317403,189.5144124817631
4466,177.5015587610719,188.0756036931044
4467,176.0755103310504,186.5832087830416
4468,174.6531335922369,185.0391724504417
4469,173.235436611178,183.445358076027
4470,171.8233629633818,181.8035491002973
4471,170.4177947421857,180.1154505519513
4472,169.0195554829419,178.3826907056669
